Veloc,Acele,Des_x,Des_y,Des_z,Presn,VelPr,AcePr,F5EEX,F6EES,F8EIX,F7EIS,F9EEX,F10ES,F11EX,F12ES,F13EV,F14EV,F17MS,F18MX,F15MS,F16MX,F19MH,F20MH,F1EBX,F2EBS,F4EBX,F3EBS,01_C,02_A,03_D,04_M
0.36684553,0.14883415,0.58793005,0.23023184,0.25269337,0.55927052,0.33962264,0.31111111,0.40819520,0.26182267,0.44236092,0.50824545,0.53377057,0.36051159,0.31511140,0.47251679,0.47368548,0.37354556,0.77690713,0.32946153,0.62643640,0.26058861,0.62172579,0.38155869,0.46793338,0.69426047,0.30199224,0.35597128,-1,-1,-1,1
0.38535969,0.13415039,0.42143634,0.28952999,0.26781052,0.55927052,0.28301887,0.31111111,0.39562367,0.27287200,0.42400998,0.48540246,0.52444410,0.36628209,0.28883423,0.49202103,0.47123498,0.37187228,0.79151555,0.32343212,0.64120999,0.25080643,0.61840524,0.38945351,0.46539785,0.69387634,0.31196850,0.36566212,-1,-1,-1,1
0.40848547,0.17288615,0.34093355,0.33140545,0.31606864,0.58966565,0.26415094,0.24444444,0.39547864,0.29060236,0.45680991,0.52157343,0.52536912,0.38826679,0.31752462,0.49486104,0.48729800,0.37331192,0.81597114,0.36955262,0.66066207,0.29547233,0.68083964,0.38005414,0.47270979,0.67955944,0.31654319,0.37213023,-1,-1,-1,1
0.56651144,0.27641062,0.35523948,0.45471206,0.56900501,0.63221884,0.26415094,0.26666667,0.39862991,0.32029009,0.50217572,0.56592971,0.54388547,0.42616680,0.35426095,0.49830432,0.50217624,0.37076157,0.81629395,0.37056626,0.66176368,0.30224229,0.68654583,0.37751555,0.47738343,0.68296144,0.32280716,0.38077872,-1,-1,-1,1
0.64624442,0.30493156,0.37420266,0.56543614,0.49159932,0.67173252,0.24528302,0.24444444,0.41273758,0.32718020,0.52713173,0.55931674,0.54874006,0.43602480,0.36138745,0.49641282,0.54864284,0.41419892,0.80102853,0.38647329,0.64669283,0.31695227,0.69616788,0.36703459,0.46539129,0.66253489,0.34438617,0.38834711,-1,-1,-1,1
0.65907353,0.39854623,0.29549998,0.61073079,0.46879985,0.69908815,0.20754717,0.20000000,0.45400046,0.36426220,0.55311388,0.56044920,0.58461695,0.47264418,0.37358766,0.51713149,0.59571269,0.44829938,0.76608549,0.38838381,0.61129551,0.32373657,0.68137875,0.36194828,0.45897316,0.62362183,0.35355981,0.38255542,-1,-1,-1,1
0.68337597,0.37822968,0.33271263,0.59815757,0.52171115,0.70820669,0.22641509,0.13333333,0.44832658,0.35886546,0.55575809,0.53609536,0.56486138,0.45599963,0.36980105,0.51261232,0.62796802,0.47435098,0.72898090,0.38605505,0.57963860,0.32536924,0.65877583,0.36420597,0.47287828,0.58103466,0.36096576,0.36467732,-1,-1,-1,1
0.68516944,0.34023689,0.37984123,0.48942501,0.70602881,0.71428571,0.15094340,0.15555556,0.44702638,0.35739466,0.55498563,0.51031469,0.54538469,0.44769698,0.37478336,0.51203489,0.63025037,0.48067297,0.70470272,0.39184464,0.57091531,0.33207875,0.66287963,0.34740209,0.44455375,0.54389695,0.37487868,0.33836828,-1,-1,-1,1
0.69047751,0.22559381,0.40544811,0.45257451,0.78120380,0.70820669,0.09433962,0.08888889,0.46349563,0.36794481,0.58984190,0.53223776,0.56124741,0.46270658,0.40684979,0.50964711,0.63835120,0.48664754,0.69436213,0.42654758,0.57170607,0.36069299,0.69831374,0.33190021,0.42946650,0.52092927,0.38780800,0.32025883,-1,-1,-1,1
0.52952634,0.23663406,0.31262160,0.34532334,0.55438898,0.66869301,0.24528302,0.24444444,0.45135790,0.36370275,0.54207897,0.47475536,0.54432561,0.45731447,0.37058245,0.52225427,0.61821148,0.48090020,0.66528916,0.41173823,0.56067794,0.33860102,0.66834850,0.33377931,0.44958846,0.47598730,0.39005112,0.30749879,-1,-1,-1,1
0.42459727,0.16449253,0.24256573,0.21994555,0.60719892,0.62310030,0.26415094,0.35555556,0.46612994,0.36593199,0.52300626,0.43947155,0.53944426,0.46279879,0.36307942,0.53891261,0.62012271,0.49046366,0.67586183,0.43591738,0.58614254,0.35125543,0.70342119,0.32439193,0.41997159,0.48815352,0.40463252,0.31943753,-1,-1,-1,1
0.38919055,0.15262075,0.23712656,0.17729217,0.62084830,0.59270517,0.30188679,0.40000000,0.46926804,0.35863921,0.50172709,0.41169515,0.52912780,0.45030279,0.34887349,0.52922226,0.61421408,0.47759659,0.66331055,0.42358876,0.58799690,0.34263702,0.69588560,0.31551984,0.41522214,0.51542719,0.39919497,0.31490522,-1,-1,-1,1
0.33970826,0.14328765,0.14976304,0.17333202,0.54469735,0.59878419,0.45283019,0.48888889,0.49404164,0.37082245,0.51723107,0.43009034,0.54230200,0.46752881,0.36837545,0.55560445,0.60725408,0.47148947,0.66538167,0.43501237,0.59071932,0.34950081,0.70904312,0.31084620,0.41674792,0.51726981,0.40482991,0.33067417,-1,-1,-1,1
0.38871022,0.23813523,0.20502837,0.31478021,0.45950424,0.61094225,0.45283019,0.71111111,0.51741825,0.37489125,0.51487793,0.42601638,0.55319825,0.47668229,0.36727929,0.57307582,0.61412355,0.47228393,0.64737333,0.41977968,0.57728081,0.34007963,0.69128537,0.30501759,0.41881511,0.51389388,0.40244035,0.34084323,-1,-1,-1,1
0.48484960,0.19763748,0.33339828,0.45001625,0.33322189,0.61398176,0.50943396,0.60000000,0.52267272,0.36333949,0.48774002,0.39799733,0.55057460,0.46375841,0.34480387,0.56524903,0.61699351,0.47869523,0.60541093,0.40465542,0.54013104,0.33226986,0.65016802,0.31868225,0.44297753,0.50693007,0.38781585,0.34575611,-1,-1,-1,1
0.54208396,0.27287528,0.40255312,0.50726337,0.35592356,0.60790274,0.41509434,0.46666667,0.48865774,0.34776469,0.44054344,0.34261430,0.50436508,0.43188999,0.30272230,0.52445987,0.62069094,0.48310102,0.56412138,0.40465162,0.50574172,0.32963145,0.62559018,0.31857381,0.45022005,0.51227114,0.36182278,0.32991287,-1,-1,-1,1
0.60939881,0.30440620,0.49466754,0.51650286,0.47328939,0.62613982,0.37735849,0.48888889,0.50751531,0.35208523,0.46368384,0.35277705,0.50938153,0.42796224,0.31741215,0.51785812,0.64226332,0.50158049,0.57055459,0.40280124,0.49827887,0.33052598,0.62086974,0.32810972,0.42497520,0.53765345,0.36352918,0.34360302,-1,-1,-1,1
0.84504292,0.50746517,0.60560286,0.57031705,0.92739882,0.64437690,0.33962264,0.40000000,0.49126165,0.33631247,0.44352829,0.32915322,0.48563749,0.40466293,0.30350094,0.50076869,0.63743846,0.49927973,0.51553522,0.37866914,0.44248953,0.31544203,0.56474935,0.33492374,0.44457482,0.50393560,0.34187387,0.31325605,-1,-1,-1,1
0.84359495,0.66894254,0.61541308,0.56036922,0.93110091,0.64741641,0.16981132,0.20000000,0.45454242,0.31204079,0.41124087,0.29323773,0.44861091,0.37507849,0.27775581,0.47253514,0.62932727,0.49436215,0.46402630,0.35014688,0.38981584,0.29308958,0.50583372,0.33833540,0.44234725,0.47866478,0.32994011,0.28178035,-1,-1,-1,1
0.72416891,0.66635578,0.56863987,0.44169616,0.83610399,0.61398176,0.20754717,0.15555556,0.44361829,0.29075168,0.39352247,0.27074803,0.42592877,0.33983028,0.26761473,0.42837926,0.63819276,0.50495026,0.46007056,0.33779274,0.37644063,0.28279683,0.47916937,0.35679552,0.45014892,0.49471438,0.31153233,0.26869650,-1,1,-1,-1
